IDPdv;Ciudad;Depto;Cadena;Canal;SubCanal;Tipologia;Regional;Formato;DiaEntregaPedidoNombre;Lat;Lon
1596809;Bogota;BOGOTA D.C;Cencosud;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Metro;Jueves - Lunes;4,569403;-74,100097
1596810;Cucuta;NORTE DE SANTANDER;Cencosud;Mt;Ka;SUPERG BASIC;Santanderes;Metro;Sabado;8,112030029;-72,48860168
1596811;Zipaquira;CUNDINAMARCA;Cencosud;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Metro;Jueves - Lunes;5,026145;-73,992603
1596812;Tunja;BOYACA;Chispasos;Dtt;Smi;SMI M PREMIUM;Cundi-Boyaca;Pastor J Duitama;;5,54303;-73,35938
1596813;Tunja;BOYACA;Chispasos;Dtt;Smi;SMI M PREMIUM;Cundi-Boyaca;Pastor J Duitama;;5,530323;-73,363057
1596814;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596816;Girardot;CUNDINAMARCA;Supermercados K;Dtt;Smi;SMI P;Centro;Surtilima;;4,29305;-74,80884
1596817;Espinal;TOLIMA;Independientes;Dtt;Smi;SMI G PREMIUM;Cundi-Boyaca;Surtilima;;4,166480064;-74,89350128
1596818;Bello;ANTIOQUIA;Independientes;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Surtiventas;;6,303735;-75,547623
1596819;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596820;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596821;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596822;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596823;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596824;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;1,202843;-77,293652
1596825;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,559212;-74,143923
1596826;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596827;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI M BASIC;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596828;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596829;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596830;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596831;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,580333;-74,142642
1596832;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596833;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596834;Mosquera;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;8,584699631;-75,95059967
1596835;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,629785;-74,158675
1596836;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,628503;-74,158533
1596837;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,628658;-74,15992
1596838;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,627752;-74,1592
1596839;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,627997;-74,158342
1596840;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596841;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,628238;-74,15872
1596842;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,627878;-74,158543
1596843;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596844;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,630962;-74,158667
1596845;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,628938;-74,159977
1596846;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,627782;-74,159018
1596847;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,630818;-74,157792
1596848;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,630813;-74,157612
1596849;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,62807;-74,158645
1596850;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,63059;-74,157503
1596851;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,631282;-74,158558
1596852;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,627787;-74,158443
1596853;Bogota;BOGOTA D.C;Tropiabastos;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596854;Barranquilla;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,98149967;-74,82769775
1596855;Barranquilla;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,98211;-74,774838
1596856;Barranquilla;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,980307;-74,775333
1596857;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;4,625635;-74,09255
1596858;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;4,609522;-74,112563
1596859;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1596860;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1596861;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;4,735453;-74,052673
1596862;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;4,316110134;-74,18109894
1596863;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;4,714774;-74,030196
1596864;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;4,75716;-74,046347
1596865;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;4,59842;-74,10054
1596866;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Colsubsidio;;4,722437;-74,114357
1596867;Bogota;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Colsubsidio;;4,696268;-74,031698
1596868;Neiva;HUILA;Comfamiliar;Dtt;Smi;SMI M BASIC;Centro;Tropihuila;;2,92987;-75,289199
1596869;Neiva;HUILA;Comfamiliar;Dtt;Smi;SMI M BASIC;Centro;Tropihuila;;2,958766;-75,288377
1596870;Santiago De Cali;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI P;Pacifico;Comfandi;;3,399039984;-76,57649994
1596871;Santiago De Cali;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI G BASIC;Pacifico;Comfandi;;3,399039984;-76,57649994
1596872;Santiago De Cali;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI M BASIC;Pacifico;Comfandi;;3,399039984;-76,57649994
1596873;Tulua;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI G;Pacifico;Comfandi;;4,028409958;-76,03250122
1596874;Santiago De Cali;VALLE DEL CAUCA;Comfandi;Mt;Ka;SMI M BASIC;Pacifico;Comfandi;;3,399039984;-76,57649994
1596875;Medellin;ANTIOQUIA;Cooperativa De Consumo;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1596876;Medellin;ANTIOQUIA;Cooperativa De Consumo;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1596877;Medellin;ANTIOQUIA;Cooperativa De Consumo;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1596878;Medellin;ANTIOQUIA;Cooperativa De Consumo;Dtt;Smi;SMI P;Antioquia-Choco;Surtiventas;;6,257589817;-75,61100006
1596879;Mosquera;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;8,584699631;-75,95059967
1596880;Mosquera;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;8,584699631;-75,95059967
1596881;Madrid;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,772679806;-74,25980377
1596882;Facatativa;CUNDINAMARCA;Independientes;Dtt;Smi;SMI G BASIC;Cundi-Boyaca;Tropiabastos;;4,834050179;-74,33799744
1596883;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,514728;-74,116203
1596884;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596885;Facatativa;CUNDINAMARCA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,834050179;-74,33799744
1596886;Girardot;CUNDINAMARCA;Supermercados K;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,291698;-74,808063
1596887;Girardot;CUNDINAMARCA;Supermercados K;Dtt;Smi;SMI M BASIC;Cundi-Boyaca;Tropiabastos;;4,302577;-74,80333
1596888;Medellin;ANTIOQUIA;Independientes;Dtt;Smi;SMI G BASIC;Antioquia-Choco;Tropicana;;6,187783;-75,58865
1596889;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Corbeta;;4,316110134;-74,18109894
1596890;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Corbeta;;4,316110134;-74,18109894
1596891;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI G;Cundi-Boyaca;Corbeta;;4,316110134;-74,18109894
1596892;Bogota;BOGOTA D.C;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Corbeta;;4,316110134;-74,18109894
1596893;Paipa;BOYACA;Independientes;Dtt;Smi;SMI P;Cundi-Boyaca;Pastor J Duitama;;5,782562;-73,1191
1596894;Santiago De Cali;VALLE DEL CAUCA;Independientes;Dtt;Smi;SMI M BASIC;Pacifico;Surtivalle;;3,399039984;-76,57649994
1596895;Santiago De Cali;VALLE DEL CAUCA;Independientes;Dtt;Smi;SMI M BASIC;Pacifico;Surtivalle;;3,399039984;-76,57649994
1596896;Barranquilla;ATLANTICO;Independientes;Dtt;Smi;SMI P;Atlantico;Tropicana;;10,966927;-74,835788
1596897;Neiva;HUILA;Independientes;Dtt;Smi;SMI P;Centro;Tropicana;;2,893922;-75,281023
1596898;Armenia;QUINDIO;Independientes;Dtt;Smi;SMI M PREMIUM;Eje Cafetero;Tropicana;;4,560138;-75,655478
1596899;Arauca;ARAUCA;Independientes;Dtt;Smi;SMI P;Llanos;Tropicana;;6,796279907;-70,50920105
1596900;Soledad;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,90690041;-74,77839661
1596901;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;6,257589817;-75,61100006
1596902;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;6,257589817;-75,61100006
1596903;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;6,257589817;-75,61100006
1596904;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;6,257589817;-75,61100006
1596905;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;6,257589817;-75,61100006
1596906;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;6,257589817;-75,61100006
1596907;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;6,257589817;-75,61100006
1596908;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;6,257589817;-75,61100006
1596909;Medellin;ANTIOQUIA;Tropicana;Dtt;Mayorista;MAYORISTA;Antioquia-Choco;Tropicana;;6,257589817;-75,61100006
1596910;Cartagena;BOLIVAR;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,44919968;-75,46990204
1596911;Cartagena;BOLIVAR;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,44919968;-75,46990204
1596912;Cartagena;BOLIVAR;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,44919968;-75,46990204
1596913;Bogota;BOGOTA D.C;Tropicana;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,604177;-74,08432
1596914;Bogota;BOGOTA D.C;Tropicana;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,316110134;-74,18109894
1596915;Soledad;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,90690041;-74,77839661
1596916;Soledad;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,90690041;-74,77839661
1596917;Barranquilla;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,98149967;-74,82769775
1596918;Barranquilla;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,98149967;-74,82769775
1596919;Barranquilla;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,98149967;-74,82769775
1596920;Barranquilla;ATLANTICO;Tropicana;Dtt;Mayorista;MAYORISTA;Atlantico;Tropicana;;10,98149967;-74,82769775
1596922;Bogota;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,604212;-74,083698
1596923;Bogota;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,604203;-74,084292
1596924;Bogota;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,604422;-74,084418
1596925;Bogota;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,604308;-74,08389
1596926;Bogota;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,316110134;-74,18109894
1596927;Bogota;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,603627;-74,084193
1596928;Bogota;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,604215;-74,083695
1596929;Bogota;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,316110134;-74,18109894
1596930;Bogota;BOGOTA D.C;Corbeta;Dtt;Mayorista;MAYORISTA;Cundi-Boyaca;Corbeta;;4,316110134;-74,18109894
1596931;Cucuta;NORTE DE SANTANDER;El Descuento;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Cucuta;;8,112030029;-72,48860168
1596932;Bogota;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596933;Bogota;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596934;Bogota;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596935;Bogota;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596936;Bogota;BOGOTA D.C;El Mercadeo;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;4,316110134;-74,18109894
1596937;Bucaramanga;SANTANDER;El Super;Dtt;Smi;SMI M BASIC;Santanderes;Pastor J Bucaramanga;;7,155829906;-73,11160278
1596938;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,217533;-75,598725
1596939;Medellin;ANTIOQUIA;Grupo Comercial exito;Mt;Ka;SUPERG BASIC;Antioquia-Choco;Exito;Miercoles - Sabado;6,238697;-75,586898
1596940;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,699265;-74,056093
1596941;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Pacifico;Carulla;Lunes - Viernes;3,399039984;-76,57649994
1596942;Armenia;QUINDIO;Independientes;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropicana;;4,532347;-75,675525
1596943;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI G BASIC;Eje Cafetero;Tropicana;;4,781290054;-75,71240234
1596944;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI P;Eje Cafetero;Tropicana;;4,781290054;-75,71240234
1596945;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI P;Eje Cafetero;Tropicana;;4,781290054;-75,71240234
1596946;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI G BASIC;Eje Cafetero;Tropicana;;4,807047;-75,766542
1596947;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI P;Eje Cafetero;Tropicana;;4,781290054;-75,71240234
1596948;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropicana;;4,866248;-75,620218
1596949;Pereira;RISARALDA;Independientes;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropicana;;4,781290054;-75,71240234
1596950;Soledad;ATLANTICO;Independientes;Dtt;Smi;SMI P;Atlantico;Tropicana;;10,90690041;-74,77839661
1596951;Soledad;ATLANTICO;Independientes;Dtt;Smi;SMI P;Atlantico;Tropicana;;10,90690041;-74,77839661
1596952;Cerete;CORDOBA;Independientes;Dtt;Smi;SMI M BASIC;Atlantico;Tropicana;;8,891010284;-75,83460236
1596953;La Apartada;CORDOBA;Independientes;Dtt;Smi;SMI M BASIC;Atlantico;Tropicana;;8,052220345;-75,28820038
1596954;Envigado;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M BASIC;Antioquia-Choco;Inversiones Euro;Martes;6,167667;-75,588535
1596955;Monteria;CORDOBA;Inversiones Euro;Mt;Smi;SMI M BASIC;Atlantico;Inversiones Euro;Martes;8,75604;-75,871278
1596956;Monteria;CORDOBA;Inversiones Euro;Mt;Smi;SMI M BASIC;Atlantico;Inversiones Euro;Martes;8,76428;-75,872963
1596957;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M PREMIUM;Antioquia-Choco;Inversiones Euro;Martes;6,231202;-75,591365
1596958;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI G;Antioquia-Choco;Inversiones Euro;Martes;6,21268;-75,594377
1596959;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M BASIC;Antioquia-Choco;Inversiones Euro;Martes;6,259943;-75,570985
1596960;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M BASIC;Antioquia-Choco;Inversiones Euro;Martes;6,165317;-75,575783
1596961;Rionegro;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI M PREMIUM;Antioquia-Choco;Inversiones Euro;Martes;6,123317;-75,42168
1596962;Bello;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI G BASIC;Antioquia-Choco;Inversiones Euro;Martes;6,338653;-75,544807
1596963;Medellin;ANTIOQUIA;Inversiones Euro;Mt;Smi;SMI G PREMIUM;Antioquia-Choco;Inversiones Euro;Martes;6,220536;-75,566808
1596964;Armenia;QUINDIO;Tropitiendas;Dtt;Mayorista;MAYORISTA;Eje Cafetero;Tropitiendas;;4,499499798;-75,72489929
1596965;Caldas;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Tropicana;;6,091783;-75,636553
1596966;Medellin;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI P;Antioquia-Choco;Tropicana;;6,26099;-75,59769
1596967;Medellin;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Tropicana;;6,261843;-75,589198
1596968;Medellin;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI G BASIC;Antioquia-Choco;Tropicana;;6,169978;-75,585828
1596969;Medellin;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Tropicana;;6,224843;-75,59599
1596970;Medellin;ANTIOQUIA;Vaquita Express;Dtt;Smi;SMI M BASIC;Antioquia-Choco;Tropicana;;6,24963;-75,606873
1596971;Bogota;BOGOTA D.C;Zapatoca;Mt;Smi;SMI G;Cundi-Boyaca;Zapatoca;Viernes;4,598068;-74,141541
1596972;Bogota;BOGOTA D.C;Zapatoca;Mt;Smi;SMI G;Cundi-Boyaca;Zapatoca;Viernes;4,630181;-74,134388
1596973;Bogota;BOGOTA D.C;Zapatoca;Mt;Smi;SMI G PREMIUM;Cundi-Boyaca;Zapatoca;Viernes;4,689768;-74,06729
1596974;Bogota;BOGOTA D.C;Zapatoca;Mt;Smi;SMI G PREMIUM;Cundi-Boyaca;Zapatoca;Viernes;4,643772;-74,129477
1596975;Bogota;BOGOTA D.C;Zapatoca;Mt;Smi;SMI G BASIC;Cundi-Boyaca;Zapatoca;Viernes;4,609832;-74,112698
1596976;Bogota;BOGOTA D.C;Zapatoca;Mt;Smi;SMI G PREMIUM;Cundi-Boyaca;Zapatoca;Viernes;4,316110134;-74,18109894
1596977;Bogota;BOGOTA D.C;Zapatoca;Mt;Smi;SMI G PREMIUM;Cundi-Boyaca;Zapatoca;Viernes;4,639557;-74,140278
1596978;Neiva;HUILA;Tropihuila;Dtt;Mayorista;MAYORISTA;Centro;Tropihuila;;2,893887;-75,281087
1596979;Neiva;HUILA;Tropihuila;Dtt;Mayorista;MAYORISTA;Centro;Tropihuila;;2,924868;-75,290875
1596980;Neiva;HUILA;Tropihuila;Dtt;Mayorista;MAYORISTA;Centro;Tropihuila;;2,893793;-75,280973
1596981;Facatativa;CUNDINAMARCA;Zapatoca;Mt;Smi;SMI G BASIC;Cundi-Boyaca;Zapatoca;Viernes;4,834050179;-74,33799744
1596982;Manizales;CALDAS;Tropitiendas;Dtt;Mayorista;MAYORISTA;Eje Cafetero;Tropitiendas;;5,083429813;-75,50730133
1596983;Cartago;VALLE DEL CAUCA;Tropitiendas;Dtt;Mayorista;MAYORISTA;Eje Cafetero;Tropitiendas;;4,706850052;-75,91790009
1596984;Cartago;VALLE DEL CAUCA;Tropitiendas;Dtt;Mayorista;MAYORISTA;Eje Cafetero;Tropitiendas;;4,706850052;-75,91790009
1596985;Cartago;VALLE DEL CAUCA;Tropitiendas;Dtt;Mayorista;MAYORISTA;Eje Cafetero;Tropitiendas;;4,706850052;-75,91790009
1596986;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,686275;-74,050977
1596987;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,691125;-74,036885
1596988;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,704182;-74,032675
1596989;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,719607;-74,035157
1596990;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,729523;-74,049155
1596991;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,643178;-74,075828
1596992;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,661193;-74,056197
1596993;Barranquilla;ATLANTICO;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Atlantico;Carulla;Jueves;11,003848;-74,815373
1596994;Cartagena;BOLIVAR;Grupo Comercial exito;Mt;Ka;SUPERP PREMIUM;Atlantico;Carulla;Jueves;10,399873;-75,55596
1596995;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,71991;-74,039762
1596996;Chia;CUNDINAMARCA;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,866937;-74,036778
1596997;Cartago;VALLE DEL CAUCA;Grupo Comercial exito;Mt;Ka;SUPERG PREMIUM;Pacifico;Carulla;Lunes - Viernes;4,706850052;-75,91790009
1596998;Bogota;BOGOTA D.C;Grupo Comercial exito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;Miercoles - Lunes;4,682402;-74,048975
