IDPdv;Ciudad;Depto;Cadena;Canal;SubCanal;Tipologia;Regional;Formato;DiaEntregaPedidoNombre;DiaEntregaPedido;DiaHoy;DiaRestante;Lat;Lon
1614638;San Agustín;HUILA;Olimpica;Mt;Ka;SMI P;Cundi-Boyaca;Olimpica Sto;;0;1;6;1,924170017;-76,41660309
1614639;Puerto Boyacá;BOYACA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;5,95347023;-74,45290375
1614640;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614641;Soacha;CUNDINAMARCA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,53760004;-74,22989655
1614642;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SMI P;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614643;Campoalegre;HUILA;Olimpica;Mt;Ka;SMI P;Centro;Olimpica Sto;;0;1;6;2,658669949;-75,32939911
1614644;La Dorada;CALDAS;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;5,540530205;-74,71230316
1614645;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614646;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614647;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614648;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERG;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614649;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614650;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614651;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614652;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614653;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614654;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614655;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614656;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614657;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614658;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERG;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614659;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614660;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614661;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614662;Fundación;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,45940018;-73,88410187
1614663;Pereira;RISARALDA;Olimpica;Mt;Ka;SUPERP BASIC;Eje Cafetero;Olimpica Sto;;0;1;6;4,781290054;-75,71240234
1614664;Armenia;QUINDÍO;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;4,499499798;-75,72489929
1614665;Manizales;CALDAS;Olimpica;Mt;Ka;SUPERG;Eje Cafetero;Olimpica Sto;;0;1;6;5,083429813;-75,50730133
1614666;Espinal;TOLIMA;Olimpica;Mt;Ka;SUPERP;Centro;Olimpica Sto;;0;1;6;4,166480064;-74,89350128
1614667;Tunja;BOYACA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;5,51846981;-73,37799835
1614668;Tunja;BOYACA;Olimpica;Mt;Ka;SMI P;Cundi-Boyaca;Olimpica Sto;;0;1;6;5,51846981;-73,37799835
1614669;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SMI P;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614670;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614671;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Atlantico;Carulla;;0;1;6;10,44919968;-75,46990204
1614672;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614673;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614674;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614675;Villa Pinzón;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,227300167;-73,57730103
1614676;Tocaima;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,452070236;-74,64859772
1614677;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614678;Melgar;TOLIMA;Colsubsidio;Mt;Ka;SUPERP;Centro;Colsubsidio;;0;1;6;4,186049938;-74,63780212
1614679;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614680;Duitama;BOYACA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;5,890600204;-73,06710052
1614681;Cota;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,788269997;-74,12339783
1614682;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614683;La Mesa;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,650770187;-74,47319794
1614684;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614685;Fusagasugá;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,323530197;-74,38860321
1614686;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614687;Cajicá;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,930399895;-74,0298996
1614688;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614689;Girardot;CUNDINAMARCA;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,338150024;-74,81140137
1614690;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614691;Bogotá;BOGOTA D.C;Colsubsidio;Mt;Ka;SUPERP;Cundi-Boyaca;Colsubsidio;;0;1;6;4,316110134;-74,18109894
1614692;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SMI P;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614693;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SMI P;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614694;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614695;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614696;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614697;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614698;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SMI P;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614699;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614700;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614701;Zipaquirá;CUNDINAMARCA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;5,046189785;-74,02310181
1614702;Puerto Tejada;CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;3,266720057;-76,41850281
1614703;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP BASIC;Pacifico;Olimpica Sto;;0;1;6;3,471101;-76,508866
1614704;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614705;Cartago;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;4,706850052;-75,91790009
1614706;Cartago;VALLE DEL CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;4,706850052;-75,91790009
1614707;Sevilla;VALLE DEL CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;4,19340992;-75,88819885
1614708;Zarzal;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;4,353600025;-76,05069733
1614709;Quimbaya;QUINDÍO;Olimpica;Mt;Ka;SMI P;Eje Cafetero;Olimpica Sto;;0;1;6;4,610270023;-75,792099
1614710;Montenegro;QUINDÍO;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;4,521890163;-75,81809998
1614711;Calarca;QUINDÍO;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;4,467879772;-75,65670013
1614712;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614713;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614714;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP BASIC;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614715;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERG;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614716;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERG BASIC;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,865972;-74,039552
1614717;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614718;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614719;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERG;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614720;Caicedonia;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;4,309000015;-75,83670044
1614721;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614722;Sincelejo;SUCRE;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,316670418;-75,43170166
1614723;Montería;CORDOBA;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;8,584699631;-75,95059967
1614724;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP BASIC;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614725;Palmira;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,558389902;-76,22779846
1614726;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614727;Palmira;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,558389902;-76,22779846
1614728;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614729;Yumbo;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,581275;-76,487673
1614730;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1614731;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;SUPERP;Pacifico;Superinter;;0;1;6;3,399039984;-76,57649994
1615226;Santiago De Cali;VALLE DEL CAUCA;Mercamio;Dtt;Smi;SMI G BASIC;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1615227;Santiago De Cali;VALLE DEL CAUCA;Mercar;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1615228;Santiago De Cali;VALLE DEL CAUCA;Surtifamiliar;Dtt;Smi;SMI M BASIC;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1615229;Santiago De Cali;VALLE DEL CAUCA;Rapimerque;Dtt;Smi;SMI M PREMIUM;Pacifico;Distrimarcas;;0;1;6;3,399039984;-76,57649994
1615242;Santiago De Cali;VALLE DEL CAUCA;Mercamio;Dtt;Smi;SMI G BASIC;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1615583;Santiago De Cali;VALLE DEL CAUCA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Pacifico;Distribuidora;;0;1;6;3,399039984;-76,57649994
1615584;Santiago De Cali;VALLE DEL CAUCA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Pacifico;Distribuidora;;0;1;6;3,399039984;-76,57649994
1615585;Santiago De Cali;VALLE DEL CAUCA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Pacifico;Distribuidora;;0;1;6;3,399039984;-76,57649994
1615586;Santiago De Cali;VALLE DEL CAUCA;Distribuidora;Dtt;Distribuidora;DISTRIBUIDORA;Pacifico;Distribuidora;;0;1;6;3,413597;-76,530888
1616344;Cartagena;BOLIVAR;Distrialidos;Dtt;Mayorista;MAYORISTA;Atlantico;Distrialidos;;0;1;6;10,44919968;-75,46990204
1616345;Cartagena;BOLIVAR;Distrialidos;Dtt;Mayorista;MAYORISTA;Atlantico;Distrialidos;;0;1;6;10,44919968;-75,46990204
1616346;Cartagena;BOLIVAR;Distrialidos;Dtt;Mayorista;MAYORISTA;Atlantico;Distrialidos;;0;1;6;10,44919968;-75,46990204
1616347;Cúcuta;NORTE DE SANTANDER;Pastor J Cucuta;Dtt;Mayorista;MAYORISTA;Santanderes;Pastor J Cucuta;;0;1;6;8,112030029;-72,48860168
1616348;Cartagena;BOLIVAR;Distrialidos;Dtt;Mayorista;MAYORISTA;Atlantico;Distrialidos;;0;1;6;10,44919968;-75,46990204
1616349;Cartagena;BOLIVAR;Distrialidos;Dtt;Mayorista;MAYORISTA;Atlantico;Distrialidos;;0;1;6;10,44919968;-75,46990204
1616350;Cartagena;BOLIVAR;Distrialidos;Dtt;Mayorista;MAYORISTA;Atlantico;Distrialidos;;0;1;6;10,44919968;-75,46990204
1616351;Cartagena;BOLIVAR;Distrialidos;Dtt;Mayorista;MAYORISTA;Atlantico;Distrialidos;;0;1;6;10,44919968;-75,46990204
1616352;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;8,742702;-75,888387
1616353;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;8,584699631;-75,95059967
1616354;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;8,743388;-75,887175
1616355;Montería;CORDOBA;Grupo Litoral Monteria;Dtt;Mayorista;MAYORISTA;Atlantico;Grupo Litoral Monteria;;0;1;6;9,294288;-75,386335
1616356;Armenia;QUINDÍO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;0;1;6;4,522122;-75,686343
1616357;Armenia;QUINDÍO;Mercamos;Dtt;Smi;SMI M BASIC;Eje Cafetero;Tropitiendas;;0;1;6;4,519828;-75,706957
1616358;Ibagué;TOLIMA;Mercacentro;Dtt;Smi;SMI M BASIC;Centro;Tropicana;;0;1;6;4,451920033;-75,25260162
1616359;Ibagué;TOLIMA;Mercacentro;Dtt;Smi;SMI P;Centro;Tropicana;;0;1;6;4,451920033;-75,25260162
1616360;Ibagué;TOLIMA;Surtilima;Dtt;Mayorista;MAYORISTA;Centro;Surtilima;;0;1;6;4,44096;-75,23349
1616361;Girardot;CUNDINAMARCA;Supermercados K;Dtt;Smi;SMI P;Centro;Surtilima;;0;1;6;4,338150024;-74,81140137
1616362;Ibagué;TOLIMA;Popular;Dtt;Smi;SMI M BASIC;Centro;Surtilima;;0;1;6;4,451920033;-75,25260162
1616363;Valledupar;CESAR;Pastor J Valledupar;Dtt;Mayorista;MAYORISTA;Atlantico;Pastor J Valledupar;;0;1;6;10,465778;-73,246982
1616364;Valledupar;CESAR;Mi Futuro;Dtt;Smi;SMI M BASIC;Atlantico;Pastor J Valledupar;;0;1;6;10,47842;-73,2783
1616365;Valledupar;CESAR;Mi Futuro;Dtt;Smi;SMI M BASIC;Atlantico;Pastor J Valledupar;;0;1;6;10,454452;-73,265162
1616366;Bucaramanga;SANTANDER;Pricesmart;Mt;Club;CLUB;Santanderes;Pricesmart;;0;1;6;7,155829906;-73,11160278
1623641;Zipaquirá;CUNDINAMARCA;Tropiabastos;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;5,046189785;-74,02310181
1623642;Zipaquirá;CUNDINAMARCA;Tropiabastos;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;5,046189785;-74,02310181
1623643;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Smi;SMI M BASIC;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1623644;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Smi;SMI M BASIC;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1623645;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Smi;SMI M BASIC;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1623646;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1623647;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1623648;Bogotá;BOGOTA D.C;Tropiabastos;Dtt;Smi;SMI P;Cundi-Boyaca;Tropiabastos;;0;1;6;4,316110134;-74,18109894
1623649;Santiago De Cali;VALLE DEL CAUCA;Cañaveral;Dtt;Smi;SMI G PREMIUM;Pacifico;Corbeta;;0;1;6;3,399039984;-76,57649994
1623658;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623659;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623660;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623661;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623662;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623663;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623664;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623665;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623666;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623667;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623668;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623669;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623670;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623671;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623672;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623673;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623674;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623675;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623676;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623677;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623678;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623679;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623680;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623681;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623682;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623683;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623684;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623685;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623686;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623687;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623688;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623689;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623690;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623691;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623692;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623693;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
1623694;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Exito Express;;0;1;6;4,316110134;-74,18109894
