IDPdv;Ciudad;Depto;Cadena;Canal;SubCanal;Tipologia;Regional;Formato;DiaEntregaPedidoNombre;DiaEntregaPedido;DiaHoy;DiaRestante;Lat;Lon
1614454;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614455;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614456;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614457;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614458;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614459;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614460;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614461;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614462;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614463;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614464;Soledad;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,90690041;-74,77839661
1614465;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614466;Soledad;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,90690041;-74,77839661
1614467;Soledad;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,90690041;-74,77839661
1614468;Ibagué;TOLIMA;Olimpica;Mt;Ka;SUPERP;Centro;Olimpica Sto;;0;1;6;4,451920033;-75,25260162
1614469;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614470;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614471;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614472;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614473;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614474;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614475;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614476;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614477;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614478;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614479;Arjona;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,16460037;-75,37139893
1614480;Turbaco;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,35309982;-75,37969971
1614481;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614482;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614483;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614484;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614485;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614486;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614487;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614488;Cartagena;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,44919968;-75,46990204
1614489;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614490;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614491;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614492;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614493;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERG BASIC;Pacifico;Olimpica Sto;;0;1;6;3,419025;-76,4864
1614494;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614495;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614496;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERG;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614497;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERG;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614498;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614499;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614500;Aracataca;MAGDALENA;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,64490032;-73,87969971
1614501;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614502;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614503;Pivijay;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,43299961;-74,41249847
1614504;El Banco;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,114930153;-73,98110199
1614505;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614506;Riohacha;LA GUAJIRA;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;11,24300003;-72,95880127
1614507;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614508;Santa Marta;MAGDALENA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;11,1218996;-73,88529968
1614509;Fonseca;LA GUAJIRA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,82839966;-72,80180359
1614510;Maicao;LA GUAJIRA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;11,38160038;-72,29499817
1614511;Maicao;LA GUAJIRA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;11,38160038;-72,29499817
1614512;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614513;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SMI P;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614514;San Juan Del Cesar;LA GUAJIRA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,8132;-73,0861969
1614515;Bosconia;CESAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;9,946279526;-73,86630249
1614516;Curumaní;CESAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;9,238769531;-73,48809814
1614517;Ocaña;NORTE DE SANTANDER;Olimpica;Mt;Ka;SUPERP;Santanderes;Olimpica Sto;;0;1;6;8,231149673;-73,35250092
1614518;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614519;Itagui;ANTIOQUIA;Olimpica;Mt;Ka;SUPERP;Antioquia-Choco;Olimpica Sto;;0;1;6;6,179279804;-75,61419678
1614520;Montería;CORDOBA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;8,584699631;-75,95059967
1614521;Caucasia;ANTIOQUIA;Olimpica;Mt;Ka;SUPERP;Antioquia-Choco;Olimpica Sto;;0;1;6;7,867939949;-75,03500366
1614522;Lorica;CORDOBA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,165040016;-75,90979767
1614523;Sahagún;CORDOBA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;8,799010277;-75,4292984
1614524;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614525;Sincelejo;SUCRE;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,316670418;-75,43170166
1614526;Cereté;CORDOBA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;8,891010284;-75,83460236
1614527;Montería;CORDOBA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;8,584699631;-75,95059967
1614528;Ciénaga De Oro;CORDOBA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;8,841810226;-75,60780334
1614529;Tierralta;CORDOBA;Olimpica;Mt;Ka;SUPERP;Llanos;Olimpica Sto;;0;1;6;7,813899994;-76,16850281
1614530;Montería;CORDOBA;Olimpica;Mt;Ka;SUPERP PREMIUM;Atlantico;Olimpica Sto;;0;1;6;8,736887;-75,853177
1614531;Montería;CORDOBA;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;8,584699631;-75,95059967
1614532;Turbo;ANTIOQUIA;Olimpica;Mt;Ka;SUPERP;Antioquia-Choco;Olimpica Sto;;0;1;6;7,998060226;-76,72389984
1614533;Coveñas;SUCRE;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,394450188;-75,65750122
1614534;Sampués;SUCRE;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,165189743;-75,36029816
1614535;Sincelejo;SUCRE;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,316670418;-75,43170166
1614536;Sincelejo;SUCRE;Olimpica;Mt;Ka;SUPERG;Atlantico;Olimpica Sto;;0;1;6;9,316670418;-75,43170166
1614537;Toluviejo;SUCRE;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;9,490300179;-75,44450378
1614538;Sincelejo;SUCRE;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;9,316670418;-75,43170166
1614539;Sincelejo;SUCRE;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,316670418;-75,43170166
1614540;Sincelejo;SUCRE;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,316670418;-75,43170166
1614541;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614542;Santiago De Cali;VALLE DEL CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;3,399039984;-76,57649994
1614543;San Juan Nepomuceno;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;9,967960358;-75,06569672
1614544;San Onofre;SUCRE;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;9,814599991;-75,50520325
1614545;Itagui;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;6,179279804;-75,61419678
1614546;Rionegro;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;11,24300003;-72,95880127
1614547;Yopal;CASANARE;Alkosto;Mt;Club;CLUB;Llanos;Alkosto;;0;1;6;5,242740154;-72,25800323
1614548;Medellin;ANTIOQUIA;Mecanelectro;Mt;Club;CLUB;Antioquia-Choco;Homesentry;;0;1;6;6,257589817;-75,61100006
1614549;Ipiales;NARIÑO;Alkosto;Mt;Club;SUPERG;Pacifico;Alkosto;;0;1;6;0,558614016;-77,37039948
1614550;Bogotá;BOGOTA D.C;Mecanelectro;Mt;Club;CLUB;Cundi-Boyaca;Homesentry;;0;1;6;4,316110134;-74,18109894
1614551;Bogotá;BOGOTA D.C;Easy Colombia;Mt;Club;CLUB;Cundi-Boyaca;Easy;;0;1;6;4,316110134;-74,18109894
1614552;Bogotá;BOGOTA D.C;Easy Colombia;Mt;Club;CLUB;Cundi-Boyaca;Easy;;0;1;6;4,316110134;-74,18109894
1614553;Bogotá;BOGOTA D.C;Easy Colombia;Mt;Club;CLUB;Cundi-Boyaca;Easy;;0;1;6;4,316110134;-74,18109894
1614554;Bogotá;BOGOTA D.C;Easy Colombia;Mt;Club;CLUB;Cundi-Boyaca;Easy;;0;1;6;4,316110134;-74,18109894
1614555;Bogotá;BOGOTA D.C;Easy Colombia;Mt;Club;CLUB;Cundi-Boyaca;Easy;;0;1;6;4,316110134;-74,18109894
1614556;Bogotá;BOGOTA D.C;Easy Colombia;Mt;Club;CLUB;Cundi-Boyaca;Easy;;0;1;6;4,316110134;-74,18109894
1614557;Bogotá;BOGOTA D.C;Easy Colombia;Mt;Club;CLUB;Cundi-Boyaca;Easy;;0;1;6;4,316110134;-74,18109894
1614558;Valledupar;CESAR;Easy Colombia;Mt;Club;CLUB;Atlantico;Easy;;0;1;6;10,38230038;-73,46309662
1614559;Bogotá;BOGOTA D.C;Easy Colombia;Mt;Club;CLUB;Cundi-Boyaca;Easy;;0;1;6;4,316110134;-74,18109894
1614560;Valledupar;CESAR;Easy Colombia;Mt;Club;CLUB;Atlantico;Easy;;0;1;6;10,38230038;-73,46309662
1614561;Bogotá;BOGOTA D.C;Easy Colombia;Mt;Club;CLUB;Cundi-Boyaca;Easy;;0;1;6;4,316110134;-74,18109894
1614562;Medellin;ANTIOQUIA;Easy Colombia;Mt;Club;CLUB;Antioquia-Choco;Easy;;0;1;6;6,257589817;-75,61100006
1614563;Bogotá;BOGOTA D.C;Mecanelectro;Mt;Club;CLUB;Cundi-Boyaca;Homesentry;;0;1;6;4,316110134;-74,18109894
1614564;Cartagena;BOLIVAR;Mecanelectro;Mt;Club;CLUB;Atlantico;Homesentry;;0;1;6;10,44919968;-75,46990204
1614565;Bello;ANTIOQUIA;Mecanelectro;Mt;Club;CLUB;Antioquia-Choco;Homesentry;;0;1;6;4,88375;-74,035577
1614566;Bucaramanga;SANTANDER;Mecanelectro;Mt;Club;CLUB;Santanderes;Homesentry;;0;1;6;7,155829906;-73,11160278
1614567;Villavicencio;META;Mecanelectro;Mt;Club;CLUB;Llanos;Homesentry;;0;1;6;4,091670036;-73,49289703
1614568;La Ceja;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;5,992519855;-75,43090057
1614569;Copacabana;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;6,351880074;-75,50080109
1614570;Medellin;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;6,257589817;-75,61100006
1614571;Bello;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;6,358839989;-75,58969879
1614572;Medellin;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;6,257589817;-75,61100006
1614573;Medellin;ANTIOQUIA;Olimpica;Mt;Ka;SUPERP;Antioquia-Choco;Olimpica Sto;;0;1;6;6,257589817;-75,61100006
1614574;Medellin;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;6,257589817;-75,61100006
1614575;Itagui;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;6,179279804;-75,61419678
1614576;Medellin;ANTIOQUIA;Olimpica;Mt;Ka;SMI P;Antioquia-Choco;Olimpica Sto;;0;1;6;6,257589817;-75,61100006
1614577;Rionegro;ANTIOQUIA;Olimpica;Mt;Ka;SUPERP;Antioquia-Choco;Olimpica Sto;;0;1;6;11,24300003;-72,95880127
1614578;Envigado;ANTIOQUIA;Olimpica;Mt;Ka;SUPERP;Antioquia-Choco;Olimpica Sto;;0;1;6;6,153580189;-75,54489899
1614579;Pereira;RISARALDA;Olimpica;Mt;Ka;SMI P;Eje Cafetero;Olimpica Sto;;0;1;6;4,781290054;-75,71240234
1614580;Santa Rosa De Cabal;RISARALDA;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;4,833789825;-75,54949951
1614581;Pereira;RISARALDA;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;4,781290054;-75,71240234
1614582;Pereira;RISARALDA;Olimpica;Mt;Ka;SMI P;Eje Cafetero;Olimpica Sto;;0;1;6;4,781290054;-75,71240234
1614583;Pereira;RISARALDA;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;4,781290054;-75,71240234
1614584;Armenia;QUINDÍO;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;4,499499798;-75,72489929
1614585;Manizales;CALDAS;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;5,083429813;-75,50730133
1614586;Manizales;CALDAS;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;5,083429813;-75,50730133
1614587;Chinchiná;CALDAS;Olimpica;Mt;Ka;SMI P;Eje Cafetero;Olimpica Sto;;0;1;6;4,987120152;-75,667099
1614588;Cúcuta;NORTE DE SANTANDER;Olimpica;Mt;Ka;SUPERP;Santanderes;Olimpica Sto;;0;1;6;8,112030029;-72,48860168
1614589;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614590;La Dorada;CALDAS;Olimpica;Mt;Ka;SUPERP;Eje Cafetero;Olimpica Sto;;0;1;6;5,540530205;-74,71230316
1614591;Buenaventura;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,611490011;-77,08589935
1614592;Girardot;CUNDINAMARCA;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,338150024;-74,81140137
1614593;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614594;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614595;Bogotá;BOGOTA D.C;Olimpica;Mt;Ka;SUPERP;Cundi-Boyaca;Olimpica Sto;;0;1;6;4,316110134;-74,18109894
1614596;Villavicencio;META;Olimpica;Mt;Ka;SUPERP;Llanos;Olimpica Sto;;0;1;6;4,091670036;-73,49289703
1614597;Popayán;CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;2,471699953;-76,59190369
1614598;Ciénaga;MAGDALENA;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,88920021;-74,0428009
1614599;San Miguel;SANTANDER;Olimpica;Mt;Ka;SUPERP;Santanderes;Olimpica Sto;;0;1;6;6,568120003;-72,64320374
1614600;Mompos;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,142510414;-74,54519653
1614601;Sincelejo;SUCRE;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;9,303342;-75,38014
1614602;Carmen De Bolívar;BOLIVAR;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;9,699819565;-75,15789795
1614603;Magangue;BOLIVAR;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;9,169509888;-74,74729919
1614604;Necoclí;ANTIOQUIA;Olimpica;Mt;Ka;SUPERP;Antioquia-Choco;Olimpica Sto;;0;1;6;8,493729591;-76,67700195
1614605;Baranoa;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,79329967;-74,92220306
1614606;Soledad;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,90690041;-74,77839661
1614607;Barranquilla;ATLÁNTICO;Olimpica;Mt;Ka;SMI P;Atlantico;Olimpica Sto;;0;1;6;10,98149967;-74,82769775
1614608;Sabanalarga;ATLÁNTICO;Olimpica;Mt;Ka;SUPERP;Atlantico;Olimpica Sto;;0;1;6;10,62250042;-74,95510101
1614609;Bogotá;BOGOTA D.C;Mecanelectro;Mt;Club;CLUB;Cundi-Boyaca;Homesentry;;0;1;6;4,316110134;-74,18109894
1614610;Bogotá;BOGOTA D.C;Mecanelectro;Mt;Club;CLUB;Cundi-Boyaca;Homesentry;;0;1;6;4,316110134;-74,18109894
1614611;Barranquilla;ATLÁNTICO;Makro;Mt;Club;CLUB;Atlantico;Makro;;0;1;6;10,98149967;-74,82769775
1614612;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;SUPERP;Atlantico;Carulla;;0;1;6;10,44919968;-75,46990204
1614613;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614614;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614615;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614616;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614617;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Atlantico;Carulla;;0;1;6;10,44919968;-75,46990204
1614618;Santiago De Cali;VALLE DEL CAUCA;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Pacifico;Carulla;;0;1;6;3,399039984;-76,57649994
1614619;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614620;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614621;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;SUPERP PREMIUM;Atlantico;Carulla;;0;1;6;10,44919968;-75,46990204
1614622;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614623;Medellin;ANTIOQUIA;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Antioquia-Choco;Carulla;;0;1;6;6,257589817;-75,61100006
1614624;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614625;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERG;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614626;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;SUPERP;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614627;Bogotá;BOGOTA D.C;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Cundi-Boyaca;Carulla;;0;1;6;4,316110134;-74,18109894
1614628;Cartagena;BOLIVAR;Grupo Comercial Éxito;Mt;Ka;CONVENIENCE;Atlantico;Carulla;;0;1;6;10,44919968;-75,46990204
1614629;Pereira;RISARALDA;Olimpica;Mt;Ka;SUPERP BASIC;Eje Cafetero;Olimpica Sto;;0;1;6;4,795273;-75,74002
1614630;La Unión;ANTIOQUIA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;5,940430164;-75,35430145
1614631;Jamundí;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;3,213890076;-76,62760162
1614632;Popayán;CAUCA;Olimpica;Mt;Ka;SMI P;Pacifico;Olimpica Sto;;0;1;6;2,471699953;-76,59190369
1614633;Cartago;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;4,706850052;-75,91790009
1614634;Roldanillo;VALLE DEL CAUCA;Olimpica;Mt;Ka;SUPERP;Pacifico;Olimpica Sto;;0;1;6;4,443570137;-76,16819763
1614635;Neiva;HUILA;Olimpica;Mt;Ka;SUPERP;Centro;Olimpica Sto;;0;1;6;2,993360043;-75,2723999
1614636;Pitalito;HUILA;Olimpica;Mt;Ka;SMI P;Centro;Olimpica Sto;;0;1;6;1,827900052;-76,11920166
1614637;Pitalito;HUILA;Olimpica;Mt;Ka;SMI P;Centro;Olimpica Sto;;0;1;6;1,827900052;-76,11920166
